### 01100	Metabolic pathways
### 01064	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid

### 01065	Biosynthesis of alkaloids derived from histidine and purine

### 01066	Biosynthesis of alkaloids derived from terpenoid and polyketide

### 01070	Biosynthesis of plant hormones

### 03020	RNA polymerase
enccu_2934_1:ECU08_0320	K03014
enccu_2934_1:ECU11_0370	K03021
enccu_2934_1:ECU10_0250	K03010
enccu_2934_1:ECU06_0320	K03007
enccu_2934_1:ECU08_0650	K03022
enccu_2934_1:ECU07_0840	K03016
enccu_2934_1:ECU07_0090	K03018
enccu_2934_1:ECU11_1400	K03017
enccu_2934_1:ECU11_0590	K03020
enccu_2934_1:ECU03_0490	K03019
enccu_2934_1:ECU01_0600	K03027
enccu_2934_1:ECU05_0275	K03008
enccu_2934_1:ECU08_0765	K03012
enccu_2934_1:ECU07_1750	K03015
enccu_2934_1:ECU10_0210	K03025
enccu_2934_1:ECU04_1400	K02999
enccu_2934_1:ECU08_1330	K03000
enccu_2934_1:ECU03_0290	K03006
enccu_2934_1:ECU06_0600	K03011
enccu_2934_1:ECU07_0960	K03013
enccu_2934_1:ECU03_0440	K03002

### 03022	Basal transcription factors
enccu_2934_1:ECU05_0520	K03132
enccu_2934_1:ECU04_1440	K03120
enccu_2934_1:ECU09_0090	K03128
enccu_2934_1:ECU10_0760	K03125
enccu_2934_1:ECU07_0220	K03136
enccu_2934_1:ECU04_0280	K03142
enccu_2934_1:ECU11_0220	K10842
enccu_2934_1:ECU03_1070	K03122
enccu_2934_1:ECU02_1250	K03135
enccu_2934_1:ECU01_0670	K03144
enccu_2934_1:ECU06_0200	K10844
enccu_2934_1:ECU01_1060	K10843
enccu_2934_1:ECU02_0780	K03139
enccu_2934_1:ECU02_0450	K03123
enccu_2934_1:ECU11_1750	K03130
enccu_2934_1:ECU06_1100i	K03124
enccu_2934_1:ECU10_1120	K03131
enccu_2934_1:ECU04_0950	K03127
enccu_2934_1:ECU01_1330	K03133
enccu_2934_1:ECU06_0350	K03137
enccu_2934_1:ECU11_0830	K03134
enccu_2934_1:ECU07_0880	K03143
enccu_2934_1:ECU02_1450	K02202

### 03040	Spliceosome
enccu_2934_1:ECU03_0520	K03283
enccu_2934_1:ECU10_1580	K11096
enccu_2934_1:ECU11_1970	K12862
enccu_2934_1:ECU10_0290	K11095
enccu_2934_1:ECU06_1140	K12625
enccu_2934_1:ECU04_0790	K11098
enccu_2934_1:ECU02_0530	K12833
enccu_2934_1:ECU05_1230	K12873
enccu_2934_1:ECU09_1420	K12836
enccu_2934_1:ECU07_0460	K12845
enccu_2934_1:ECU11_0540	K03283
enccu_2934_1:ECU02_1270	K12859
enccu_2934_1:ECU01_0545	K11087
enccu_2934_1:ECU07_1140	K12827
enccu_2934_1:ECU02_0420	K12860
enccu_2934_1:ECU06_0555	K14280
enccu_2934_1:ECU07_1720	K12831
enccu_2934_1:ECU03_0360	K12623
enccu_2934_1:ECU11_1490	K12829
enccu_2934_1:ECU09_0700	K12821
enccu_2934_1:ECU05_0910i	K11099
enccu_2934_1:ECU09_0150	K12815
enccu_2934_1:ECU07_1020	K12816
enccu_2934_1:ECU03_0760	K12883
enccu_2934_1:ECU10_0610	K12849
enccu_2934_1:ECU09_1805	K12621
enccu_2934_1:ECU06_1295	K14277
enccu_2934_1:ECU08_1080	K12823
enccu_2934_1:ECU04_0760	K12856
enccu_2934_1:ECU03_0840	K11088
enccu_2934_1:ECU06_0230i	K12897
enccu_2934_1:ECU03_0480	K12826

### 03010	Ribosome
enccu_2934_1:ECU09_1000	K02925
enccu_2934_1:ECU10_0070	K02918
enccu_2934_1:ECU07_0110	K02943
enccu_2934_1:ECU10_1575	K02983
enccu_2934_1:ECU11_1620i	K02966
enccu_2934_1:ECU11_0720	K02969
enccu_2934_1:ECU10_0160	K02893
enccu_2934_1:ECU03_1490	K02883
enccu_2934_1:ECU07_1820	K02918
enccu_2934_1:ECU02_0880	K02995
enccu_2934_1:ECU05_1355	K01981
enccu_2934_1:ECU07_1495	K01981
enccu_2934_1:ECU08_1040	K02975
enccu_2934_1:ECU09_0405	K01981
enccu_2934_1:ECU11_2060	K02918
enccu_2934_1:ECU08_0600i	K02882
enccu_2934_1:ECU07_1410	K02880
enccu_2934_1:ECU08_0350i	K02958
enccu_2934_1:ECU09_1350	K02957
enccu_2934_1:ECU08_1060	K02953
enccu_2934_1:ECU04_0330	K02901
enccu_2934_1:ECU02_0800	K02940
enccu_2934_1:ECU05_0250	K02984
enccu_2934_1:ECU03_1220	K02925
enccu_2934_1:ECU04_0140	K02989
enccu_2934_1:ECU05_0600	K02865
enccu_2934_1:ECU08_1570	K02866
enccu_2934_1:ECU01_0920	K02951
enccu_2934_1:ECU03_0650	K02955
enccu_2934_1:ECU08_1910	K02893
enccu_2934_1:ECU02_0810	K02896
enccu_2934_1:ECU08_1780	K02934
enccu_2934_1:ECU01_0310	K02938
enccu_2934_1:ECU07_1380	K02927
enccu_2934_1:ECU08_0870	K02987
enccu_2934_1:ECU02_0900	K02917
enccu_2934_1:ECU04_1310	K02912
enccu_2934_1:ECU10_1070	K02942
enccu_2934_1:ECU10_0990	K02900
enccu_2934_1:ECU05_0670	K02991
enccu_2934_1:ECU06_1120	K02920
enccu_2934_1:ECU03_0310	K02960
enccu_2934_1:ECU04_1380	K02872
enccu_2934_1:ECU05_0900	K02889
enccu_2934_1:ECU02_0610	K02868
enccu_2934_1:ECU10_1570i	K02974
enccu_2934_1:ECU08_1070	K02975
enccu_2934_1:ECU07_0820	K02941
enccu_2934_1:ECU07_1700	K02981
enccu_2934_1:ECU03_0710	K02915
enccu_2934_1:ECU04_0125i	K02980
enccu_2934_1:ECU06_1445	K02976
enccu_2934_1:ECU02_0770	K02962
enccu_2934_1:ECU08_2010	K02870
enccu_2934_1:ECU04_1355	K02947
enccu_2934_1:ECU10_1300	K02929
enccu_2934_1:ECU07_0930	K02896
enccu_2934_1:ECU04_0640	K02949
enccu_2934_1:ECU04_0740	K02891
enccu_2934_1:ECU06_1110	K02964
enccu_2934_1:ECU10_0400	K02973
enccu_2934_1:ECU06_1080i	K02885
enccu_2934_1:ECU03_0230	K02910
enccu_2934_1:ECU08_0370	K02898
enccu_2934_1:ECU04_1015	K02978
enccu_2934_1:ECU03_0320	K02873
enccu_2934_1:ECU09_1250	K02985
enccu_2934_1:ECU08_1160i	K02894
enccu_2934_1:ECU04_0450	K02998
enccu_2934_1:ECU05_0920	K02997
enccu_2934_1:ECU05_1490	K02908
enccu_2934_1:ECU11_1380i	K02877
enccu_2934_1:ECU02_1080	K02977
enccu_2934_1:ECU07_1460	K02922
enccu_2934_1:ECU11_0780	K02993
enccu_2934_1:ECU02_0750i	K02936
enccu_2934_1:ECU09_0395	K02924
enccu_2934_1:ECU06_0900i	K02932
enccu_2934_1:ECU08_0830	K02930
enccu_2934_1:ECU07_1005	K02921
enccu_2934_1:ECU09_1275	K02979
enccu_2934_1:ECU03_0950	K02937

### 00970	Aminoacyl-tRNA biosynthesis
enccu_2934_1:ECU04_0580	K04567
enccu_2934_1:ECU05_0883	K14234
enccu_2934_1:ECU10_0195	K14237
enccu_2934_1:ECU07_0235	K14223
enccu_2934_1:ECU11_1255	K14225
enccu_2934_1:ECU06_0905	K14235
enccu_2934_1:ECU02_1360	K01881
enccu_2934_1:ECU10_0155	K14220
enccu_2934_1:ECU08_0490	K01883
enccu_2934_1:ECU06_0620	K01892
enccu_2934_1:ECU04_0900	K01890
enccu_2934_1:ECU02_1490	K01872
enccu_2934_1:ECU11_1100	K01870
enccu_2934_1:ECU07_0885	K14228
enccu_2934_1:ECU01_0775	K14233
enccu_2934_1:ECU01_0405	K14225
enccu_2934_1:ECU11_0375	K14228
enccu_2934_1:ECU09_1395	K14219
enccu_2934_1:ECU06_0405	K14225
enccu_2934_1:ECU11_0530	K01867
enccu_2934_1:ECU09_1680	K01893
enccu_2934_1:ECU06_1255	K14219
enccu_2934_1:ECU09_1845	K14226
enccu_2934_1:ECU09_1785	K14224
enccu_2934_1:ECU07_1485	K14229
enccu_2934_1:ECU08_0550	K01887
enccu_2934_1:ECU10_0295	K14233
enccu_2934_1:ECU04_1140	K01873
enccu_2934_1:ECU06_1575	K14223
enccu_2934_1:ECU07_1660	K01889
enccu_2934_1:ECU02_1210	K01885
enccu_2934_1:ECU04_0750	K01875
enccu_2934_1:ECU07_1475	K14219
enccu_2934_1:ECU06_0790	K01876
enccu_2934_1:ECU10_1790	K01880
enccu_2934_1:ECU06_0280	K01869
enccu_2934_1:ECU07_1570	K01868
enccu_2934_1:ECU10_1115	K14218
enccu_2934_1:ECU10_1475	K14232
enccu_2934_1:ECU07_1525	K14218
enccu_2934_1:ECU05_0595	K14228
enccu_2934_1:ECU10_1460	K01886
enccu_2934_1:ECU05_1120i	K01866
enccu_2934_1:ECU11_0415	K14230
enccu_2934_1:ECU11_0890	K01874

### 03013	RNA transport
enccu_2934_1:ECU07_1330	K03262
enccu_2934_1:ECU09_1200	K03257
enccu_2934_1:ECU08_0900	K03259
enccu_2934_1:ECU09_0070	K03243
enccu_2934_1:ECU11_0240	K14290
enccu_2934_1:ECU10_1240	K14293
enccu_2934_1:ECU01_0700	K03242
enccu_2934_1:ECU06_0555	K14280
enccu_2934_1:ECU10_0220	K03246
enccu_2934_1:ECU08_1200	K03539
enccu_2934_1:ECU01_0940	K10577
enccu_2934_1:ECU04_1170	K03236
enccu_2934_1:ECU06_1550	K14298
enccu_2934_1:ECU06_0470	K14312
enccu_2934_1:ECU07_1650	K03538
enccu_2934_1:ECU03_1440	K00974
enccu_2934_1:ECU11_1650	K03113
enccu_2934_1:ECU07_0660	K12160
enccu_2934_1:ECU08_1190	K03539
enccu_2934_1:ECU04_1560	K07936
enccu_2934_1:ECU06_0440	K00784
enccu_2934_1:ECU05_0620	K14319
enccu_2934_1:ECU11_1350	K03259
enccu_2934_1:ECU10_1640	K14326
enccu_2934_1:ECU10_1110	K13126
enccu_2934_1:ECU01_0840	K03248
enccu_2934_1:ECU04_1100	K03231
enccu_2934_1:ECU10_1695	K03540
enccu_2934_1:ECU09_1380	K07562
enccu_2934_1:ECU11_0930i	K03237
enccu_2934_1:ECU06_1295	K14277
enccu_2934_1:ECU06_0210	K03238
enccu_2934_1:ECU10_0700	K03240
enccu_2934_1:ECU09_0630	K03537
enccu_2934_1:ECU03_0760	K12883
enccu_2934_1:ECU04_1610	K03260

### 03015	mRNA surveillance pathway
enccu_2934_1:ECU04_0200	K11584
enccu_2934_1:ECU04_1580	K14962
enccu_2934_1:ECU01_0540	K14396
enccu_2934_1:ECU05_1130	K14399
enccu_2934_1:ECU03_0760	K12883
enccu_2934_1:ECU02_0730	K14376
enccu_2934_1:ECU04_0700	K04382
enccu_2934_1:ECU09_1490	K03456
enccu_2934_1:ECU11_1390	K14405
enccu_2934_1:ECU08_0380	K14407
enccu_2934_1:ECU10_1110	K13126
enccu_2934_1:ECU10_1640	K14326
enccu_2934_1:ECU06_0840	K15544
enccu_2934_1:ECU06_1440	K03267
enccu_2934_1:ECU10_0900	K14403
enccu_2934_1:ECU11_0660	K06269
enccu_2934_1:ECU02_1400	K15542
enccu_2934_1:ECU06_0780	K06100
enccu_2934_1:ECU03_1380	K06965
enccu_2934_1:ECU01_0430	K14404
enccu_2934_1:ECU05_0360	K03265
enccu_2934_1:ECU11_0610	K14401
enccu_2934_1:ECU09_0340	K15541
enccu_2934_1:ECU10_0380	K00565
enccu_2934_1:ECU05_0810	K04354

### 03008	Ribosome biogenesis in eukaryotes
enccu_2934_1:ECU11_1170	K14549
enccu_2934_1:ECU05_0560	K14566
enccu_2934_1:ECU10_0280	K14521
enccu_2934_1:ECU09_1650	K14537
enccu_2934_1:ECU03_0910	K14758
enccu_2934_1:ECU07_0460	K12845
enccu_2934_1:ECU09_0370	K11883
enccu_2934_1:ECU07_1650	K03538
enccu_2934_1:ECU05_0800	K06943
enccu_2934_1:ECU08_1130	K14561
enccu_2934_1:ECU07_0380	K14570
enccu_2934_1:ECU05_1510	K03097
enccu_2934_1:ECU08_1610	K14574
enccu_2934_1:ECU07_0080	K14557
enccu_2934_1:ECU05_1355	K01981
enccu_2934_1:ECU07_1495	K01981
enccu_2934_1:ECU08_1200	K03539
enccu_2934_1:ECU09_0405	K01981
enccu_2934_1:ECU06_0370i	K14554
enccu_2934_1:ECU09_1260	K07179
enccu_2934_1:ECU11_0240	K14290
enccu_2934_1:ECU11_0940	K11129
enccu_2934_1:ECU10_0960	K18532
enccu_2934_1:ECU01_0330	K14559
enccu_2934_1:ECU06_1030	K11108
enccu_2934_1:ECU01_0480	K14568
enccu_2934_1:ECU08_0240	K14539
enccu_2934_1:ECU05_0190	K14558
enccu_2934_1:ECU10_0820	K14563
enccu_2934_1:ECU04_0820	K14565
enccu_2934_1:ECU01_1360	K11128
enccu_2934_1:ECU08_0330	K14538
enccu_2934_1:ECU10_1200i	K03115
enccu_2934_1:ECU08_1900	K14572
enccu_2934_1:ECU05_1070	K07178
enccu_2934_1:ECU06_0420	K14569
enccu_2934_1:ECU09_0630	K03537
enccu_2934_1:ECU11_1910	K14561
enccu_2934_1:ECU09_1380	K07562
enccu_2934_1:ECU05_1020	K11131
enccu_2934_1:ECU09_1600	K14564
enccu_2934_1:ECU05_1320	K14560
enccu_2934_1:ECU04_0780	K03264
enccu_2934_1:ECU08_1190	K03539
enccu_2934_1:ECU04_1560	K07936
enccu_2934_1:ECU09_0760	K12619

### 03060	Protein export
enccu_2934_1:ECU10_0170	K13431
enccu_2934_1:ECU09_0960	K12948
enccu_2934_1:ECU07_0700	K12275
enccu_2934_1:ECU02_1140	K12947
enccu_2934_1:ECU05_0885	K07342
enccu_2934_1:ECU02_0760	K13280
enccu_2934_1:ECU06_0870	K09540
enccu_2934_1:ECU09_0130	K10956
enccu_2934_1:ECU08_0800	K03105
enccu_2934_1:ECU04_0980	K03106

### 04141	Protein processing in endoplasmic reticulum
enccu_2934_1:ECU03_0520	K03283
enccu_2934_1:ECU01_1230	K13525
enccu_2934_1:ECU02_1100	K04079
enccu_2934_1:ECU06_0870	K09540
enccu_2934_1:ECU07_0760	K09503
enccu_2934_1:ECU03_0300	K03094
enccu_2934_1:ECU06_0830	K10661
enccu_2934_1:ECU11_0540	K03283
enccu_2934_1:ECU04_0630	K10575
enccu_2934_1:ECU09_0550	K10082
enccu_2934_1:ECU05_0885	K07342
enccu_2934_1:ECU07_0700	K12275
enccu_2934_1:ECU11_0790	K14006
enccu_2934_1:ECU11_1920	K13989
enccu_2934_1:ECU04_0120	K09523
enccu_2934_1:ECU11_1130	K10666
enccu_2934_1:ECU02_1230	K14007
enccu_2934_1:ECU01_1095	K03868
enccu_2934_1:ECU05_0090	K07953
enccu_2934_1:ECU07_0770	K14015
enccu_2934_1:ECU01_0750	K10601
enccu_2934_1:ECU11_0930i	K03237
enccu_2934_1:ECU07_0290	K04523
enccu_2934_1:ECU10_1180	K14016
enccu_2934_1:ECU09_0130	K10956

### 04130	SNARE interactions in vesicular transport
enccu_2934_1:ECU11_0980	K08517
enccu_2934_1:ECU07_1620	K08496
enccu_2934_1:ECU11_1560	K08486
enccu_2934_1:ECU03_0530	K08516

### 04120	Ubiquitin mediated proteolysis
enccu_2934_1:ECU11_0340	K10144
enccu_2934_1:ECU05_0980	K03357
enccu_2934_1:ECU01_1095	K03868
enccu_2934_1:ECU01_0750	K10601
enccu_2934_1:ECU08_0860	K10576
enccu_2934_1:ECU06_0150	K03353
enccu_2934_1:ECU01_1300	K10260
enccu_2934_1:ECU11_1160	K03350
enccu_2934_1:ECU03_0930	K03178
enccu_2934_1:ECU10_1310i	K10573
enccu_2934_1:ECU04_0490	K10587
enccu_2934_1:ECU10_1540	K10579
enccu_2934_1:ECU04_0630	K10575
enccu_2934_1:ECU06_1430	K03355
enccu_2934_1:ECU04_1250	K03363
enccu_2934_1:ECU01_0940	K10577
enccu_2934_1:ECU03_0300	K03094

### 04122	Sulfur relay system
enccu_2934_1:ECU11_1770	K04487
enccu_2934_1:ECU03_1240	K14168
enccu_2934_1:ECU03_0800	K12161
enccu_2934_1:ECU03_1290	K11996

### 03050	Proteasome
enccu_2934_1:ECU08_1870	K02737
enccu_2934_1:ECU04_0420	K03038
enccu_2934_1:ECU11_1670	K02725
enccu_2934_1:ECU02_0340	K02735
enccu_2934_1:ECU05_1400	K02729
enccu_2934_1:ECU05_0290	K02736
enccu_2934_1:ECU02_0480	K03032
enccu_2934_1:ECU05_1080	K03035
enccu_2934_1:ECU03_1330	K03061
enccu_2934_1:ECU05_1340	K02728
enccu_2934_1:ECU08_1580	K02726
enccu_2934_1:ECU04_0310	K03028
enccu_2934_1:ECU09_1840	K03066
enccu_2934_1:ECU10_0550	K02730
enccu_2934_1:ECU11_1960	K03039
enccu_2934_1:ECU07_1420	K02732
enccu_2934_1:ECU07_0590	K03036
enccu_2934_1:ECU10_0410	K03029
enccu_2934_1:ECU10_1450	K02738
enccu_2934_1:ECU05_1540	K03033
enccu_2934_1:ECU09_0330	K02727
enccu_2934_1:ECU07_0190	K03064
enccu_2934_1:ECU08_0280	K02734
enccu_2934_1:ECU09_0720	K02739
enccu_2934_1:ECU10_1420	K03065
enccu_2934_1:ECU07_1040	K02731
enccu_2934_1:ECU10_0190	K03037
enccu_2934_1:ECU11_0570	K03030
enccu_2934_1:ECU07_1640	K03062
enccu_2934_1:ECU08_1970	K03063
enccu_2934_1:ECU10_0130	K03063

### 03018	RNA degradation
enccu_2934_1:ECU09_1640	K12614
enccu_2934_1:ECU10_1710	K12584
enccu_2934_1:ECU11_1140	K12591
enccu_2934_1:ECU07_1630	K12613
enccu_2934_1:ECU03_0680	K00850
enccu_2934_1:ECU04_0910	K12598
enccu_2934_1:ECU06_1140	K12625
enccu_2934_1:ECU05_1310	K12620
enccu_2934_1:ECU11_0650	K12597
enccu_2934_1:ECU06_1520	K03514
enccu_2934_1:ECU11_1370	K12604
enccu_2934_1:ECU10_1340	K03679
enccu_2934_1:ECU09_1240	K03681
enccu_2934_1:ECU06_1510	K12580
enccu_2934_1:ECU10_0270	K12590
enccu_2934_1:ECU08_0850	K12581
enccu_2934_1:ECU10_1110	K13126
enccu_2934_1:ECU01_0380	K12606
enccu_2934_1:ECU04_1290	K12599
enccu_2934_1:ECU09_1805	K12621
enccu_2934_1:ECU09_0760	K12619
enccu_2934_1:ECU03_0360	K12623
enccu_2934_1:ECU11_0770	K12603
enccu_2934_1:ECU09_0830	K11600
enccu_2934_1:ECU10_1690	K01689
enccu_2934_1:ECU03_0700	K12585

### 03030	DNA replication
enccu_2934_1:ECU05_1530	K10754
enccu_2934_1:ECU02_1150	K02212
enccu_2934_1:ECU10_1210	K02324
enccu_2934_1:ECU08_0290	K02541
enccu_2934_1:ECU09_1360	K02210
enccu_2934_1:ECU05_1210	K02685
enccu_2934_1:ECU10_1080	K02321
enccu_2934_1:ECU09_0770	K02328
enccu_2934_1:ECU06_0360	K10739
enccu_2934_1:ECU08_0630	K02684
enccu_2934_1:ECU02_0290	K10756
enccu_2934_1:ECU05_0780	K02542
enccu_2934_1:ECU05_1030	K04802
enccu_2934_1:ECU09_0430	K02327
enccu_2934_1:ECU06_0340	K02209
enccu_2934_1:ECU05_0330	K02325
enccu_2934_1:ECU05_0990	K02320
enccu_2934_1:ECU03_0670	K10743
enccu_2934_1:ECU04_0850	K02540
enccu_2934_1:ECU03_1080	K04799
enccu_2934_1:ECU10_0780i	K10756
enccu_2934_1:ECU09_1330	K10755
enccu_2934_1:ECU02_1220	K10747
enccu_2934_1:ECU10_0600	K07466

### 03410	Base excision repair
enccu_2934_1:ECU05_1030	K04802
enccu_2934_1:ECU08_0880	K10773
enccu_2934_1:ECU05_1590	K03652
enccu_2934_1:ECU09_0770	K02328
enccu_2934_1:ECU08_0770	K03660
enccu_2934_1:ECU10_1210	K02324
enccu_2934_1:ECU11_0140	K03652
enccu_2934_1:ECU10_0530	K03648
enccu_2934_1:ECU02_1220	K10747
enccu_2934_1:ECU11_1550i	K01151
enccu_2934_1:ECU06_1360	K01142
enccu_2934_1:ECU03_1080	K04799
enccu_2934_1:ECU05_0330	K02325
enccu_2934_1:ECU09_0430	K02327

### 03420	Nucleotide excision repair
enccu_2934_1:ECU02_1220	K10747
enccu_2934_1:ECU01_1095	K03868
enccu_2934_1:ECU10_0600	K07466
enccu_2934_1:ECU07_0880	K03143
enccu_2934_1:ECU02_1450	K02202
enccu_2934_1:ECU09_1330	K10755
enccu_2934_1:ECU10_1330	K10849
enccu_2934_1:ECU10_0780i	K10756
enccu_2934_1:ECU08_0760	K10848
enccu_2934_1:ECU09_0430	K02327
enccu_2934_1:ECU05_0330	K02325
enccu_2934_1:ECU01_1060	K10843
enccu_2934_1:ECU09_0410	K10841
enccu_2934_1:ECU06_0200	K10844
enccu_2934_1:ECU01_0670	K03144
enccu_2934_1:ECU05_1030	K04802
enccu_2934_1:ECU11_0220	K10842
enccu_2934_1:ECU09_0770	K02328
enccu_2934_1:ECU06_0360	K10739
enccu_2934_1:ECU02_0290	K10756
enccu_2934_1:ECU04_0280	K03142
enccu_2934_1:ECU09_1620	K10846
enccu_2934_1:ECU10_1170	K10847
enccu_2934_1:ECU10_1210	K02324
enccu_2934_1:ECU05_1530	K10754

### 03430	Mismatch repair
enccu_2934_1:ECU05_1530	K10754
enccu_2934_1:ECU05_1030	K04802
enccu_2934_1:ECU09_0770	K02328
enccu_2934_1:ECU06_0360	K10739
enccu_2934_1:ECU02_0290	K10756
enccu_2934_1:ECU11_1260	K10858
enccu_2934_1:ECU10_0710	K08737
enccu_2934_1:ECU09_0430	K02327
enccu_2934_1:ECU11_0760	K10746
enccu_2934_1:ECU03_0540	K08735
enccu_2934_1:ECU09_1330	K10755
enccu_2934_1:ECU10_0600	K07466
enccu_2934_1:ECU02_1220	K10747
enccu_2934_1:ECU05_0300	K08734
enccu_2934_1:ECU10_0780i	K10756

### 03440	Homologous recombination
enccu_2934_1:ECU02_1390	K08991
enccu_2934_1:ECU09_0930	K10873
enccu_2934_1:ECU06_0360	K10739
enccu_2934_1:ECU09_0770	K02328
enccu_2934_1:ECU05_1280	K10865
enccu_2934_1:ECU07_1130	K10901
enccu_2934_1:ECU09_0430	K02327
enccu_2934_1:ECU07_0610i	K10866
enccu_2934_1:ECU11_0820	K04482
enccu_2934_1:ECU04_1070	K03165
enccu_2934_1:ECU10_0600	K07466

### 03450	Non-homologous end-joining
enccu_2934_1:ECU07_0610i	K10866
enccu_2934_1:ECU03_1080	K04799
enccu_2934_1:ECU05_1280	K10865

### 03460	Fanconi anemia pathway
enccu_2934_1:ECU02_1390	K08991
enccu_2934_1:ECU11_1260	K10858
enccu_2934_1:ECU06_0360	K10739
enccu_2934_1:ECU07_1130	K10901
enccu_2934_1:ECU08_0760	K10848
enccu_2934_1:ECU11_0820	K04482
enccu_2934_1:ECU04_1070	K03165
enccu_2934_1:ECU10_1330	K10849
enccu_2934_1:ECU02_1130	K06640
enccu_2934_1:ECU05_0300	K08734
enccu_2934_1:ECU10_0600	K07466

### 02010	ABC transporters
enccu_2934_1:ECU11_1200	K05663

### 02060	Phosphotransferase system (PTS)

### 03070	Bacterial secretion system
enccu_2934_1:ECU04_0980	K03106

### 02020	Two-component system

### 04014	Ras signaling pathway
enccu_2934_1:ECU08_0730	K07889
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU11_1180	K01115

### 04015	Rap1 signaling pathway
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU01_0460	K05692

### 04010	MAPK signaling pathway
enccu_2934_1:ECU05_0440	K04460
enccu_2934_1:ECU11_0540	K03283
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU03_0520	K03283
enccu_2934_1:ECU07_0520	K04345

### 04013	MAPK signaling pathway - fly

### 04011	MAPK signaling pathway - yeast
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU11_2030	K11215

### 04012	ErbB signaling pathway
enccu_2934_1:ECU07_1270	K03083

### 04310	Wnt signaling pathway
enccu_2934_1:ECU01_1095	K03868
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU10_1200i	K03115
enccu_2934_1:ECU03_0300	K03094
enccu_2934_1:ECU05_1510	K03097
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU09_1390	K04499

### 04330	Notch signaling pathway
enccu_2934_1:ECU03_1370	K06067
enccu_2934_1:ECU10_1430	K06062

### 04340	Hedgehog signaling pathway
enccu_2934_1:ECU11_1980	K02218
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU07_1270	K03083

### 04350	TGF-beta signaling pathway
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU03_0300	K03094
enccu_2934_1:ECU04_0700	K04382
enccu_2934_1:ECU09_1490	K03456
enccu_2934_1:ECU01_1095	K03868

### 04390	Hippo signaling pathway
enccu_2934_1:ECU11_0660	K06269
enccu_2934_1:ECU09_1490	K03456
enccu_2934_1:ECU04_0700	K04382
enccu_2934_1:ECU05_0810	K04354
enccu_2934_1:ECU03_1010	K16197
enccu_2934_1:ECU01_0460	K05692
enccu_2934_1:ECU07_1270	K03083

### 04391	Hippo signaling pathway - fly
enccu_2934_1:ECU01_0460	K05692
enccu_2934_1:ECU03_1010	K16197
enccu_2934_1:ECU05_0810	K04354
enccu_2934_1:ECU04_0700	K04382
enccu_2934_1:ECU09_1490	K03456

### 04370	VEGF signaling pathway
enccu_2934_1:ECU03_1560	K04393

### 04630	Jak-STAT signaling pathway

### 04064	NF-kappa B signaling pathway
enccu_2934_1:ECU01_0940	K10577
enccu_2934_1:ECU05_1510	K03097
enccu_2934_1:ECU10_1200i	K03115

### 04668	TNF signaling pathway
enccu_2934_1:ECU10_1700i	K17065

### 04066	HIF-1 signaling pathway
enccu_2934_1:ECU05_0670	K02991
enccu_2934_1:ECU04_1160	K00162
enccu_2934_1:ECU08_0900	K03259
enccu_2934_1:ECU11_1540	K00844
enccu_2934_1:ECU11_1350	K03259
enccu_2934_1:ECU10_1690	K01689
enccu_2934_1:ECU07_0800	K00134
enccu_2934_1:ECU01_1095	K03868
enccu_2934_1:ECU09_1040	K00161

### 04068	FoxO signaling pathway
enccu_2934_1:ECU08_1920	K02206
enccu_2934_1:ECU01_0630	K06631
enccu_2934_1:ECU11_1080	K04564
enccu_2934_1:ECU03_0580	K11838

### 04020	Calcium signaling pathway
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU08_0470	K09565
enccu_2934_1:ECU09_1220	K02183

### 04070	Phosphatidylinositol signaling system
enccu_2934_1:ECU03_0330	K00889
enccu_2934_1:ECU11_0450	K00888
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU01_1000	K00999
enccu_2934_1:ECU05_1250	K00981

### 04022	cGMP-PKG signaling pathway
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU11_0660	K06269
enccu_2934_1:ECU08_0470	K09565
enccu_2934_1:ECU10_0350	K04513

### 04151	PI3K-Akt signaling pathway
enccu_2934_1:ECU04_0200	K11584
enccu_2934_1:ECU09_1490	K03456
enccu_2934_1:ECU04_0700	K04382
enccu_2934_1:ECU11_1350	K03259
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU03_1010	K16197
enccu_2934_1:ECU02_1100	K04079
enccu_2934_1:ECU05_0670	K02991
