### 01100	Metabolic pathways
nosce_4242_1:NCER_100895	K12823
nosce_4242_1:NCER_102023	K03283
nosce_4242_1:NCER_101149	K12854
nosce_4242_1:NCER_101246	K11098
nosce_4242_1:NCER_101510	K12856
nosce_4242_1:NCER_100537	K12818
nosce_4242_1:NCER_100776	K12812
nosce_4242_1:NCER_101542	K12845
nosce_4242_1:NCER_100425	K12818
nosce_4242_1:NCER_101041	K12860
nosce_4242_1:NCER_102263	K12859

### 03010	Ribosome
nosce_4242_1:NCER_100591	K02973
nosce_4242_1:NCER_100530	K02921
nosce_4242_1:NCER_102525	K02866
nosce_4242_1:NCER_102069	K02880
nosce_4242_1:NCER_102181	K02974
nosce_4242_1:NCER_101815	K02910
nosce_4242_1:NCER_100223	K02912
nosce_4242_1:NCER_101110	K02997
nosce_4242_1:NCER_100957	K02918
nosce_4242_1:NCER_100136	K02883
nosce_4242_1:NCER_101552	K02951
nosce_4242_1:NCER_102385	K02975
nosce_4242_1:NCER_102637	K02891
nosce_4242_1:NCER_100406	K02989
nosce_4242_1:NCER_101759	K02872
nosce_4242_1:NCER_101186	K02977
nosce_4242_1:NCER_100337	K02964
nosce_4242_1:NCER_101484	K02957
nosce_4242_1:NCER_101352	K02932
nosce_4242_1:NCER_101493	K02960
nosce_4242_1:NCER_101320	K02877
nosce_4242_1:NCER_101808	K02868
nosce_4242_1:NCER_100046	K02934
nosce_4242_1:NCER_102161	K02984
nosce_4242_1:NCER_101051	K02915
nosce_4242_1:NCER_100300	K02865
nosce_4242_1:NCER_100419	K02993
nosce_4242_1:NCER_100331	K02885
nosce_4242_1:NCER_100891	K02953
nosce_4242_1:NCER_100772	K02995
nosce_4242_1:NCER_100520	K02940
nosce_4242_1:NCER_100207	K02925
nosce_4242_1:NCER_101112	K02889
nosce_4242_1:NCER_100431	K02901
nosce_4242_1:NCER_101339	K02900
nosce_4242_1:NCER_101441	K02981
nosce_4242_1:NCER_101255	K02987
nosce_4242_1:NCER_100101	K02966
nosce_4242_1:NCER_102067	K02927
nosce_4242_1:NCER_101630	K02941
nosce_4242_1:NCER_100917	K02991
nosce_4242_1:NCER_100519	K02896
nosce_4242_1:NCER_100695	K02958
nosce_4242_1:NCER_102114	K02955
nosce_4242_1:NCER_102205	K02936
nosce_4242_1:NCER_101017	K02882
nosce_4242_1:NCER_100555	K02985
nosce_4242_1:NCER_102204	K02962
nosce_4242_1:NCER_100021	K02870
nosce_4242_1:NCER_101515	K02937
nosce_4242_1:NCER_100725	K02930
nosce_4242_1:NCER_100898	K02894
nosce_4242_1:NCER_100543	K02998
nosce_4242_1:NCER_101492	K02873
nosce_4242_1:NCER_100443	K02949
nosce_4242_1:NCER_100743	K02908
nosce_4242_1:NCER_101897	K02969
nosce_4242_1:NCER_101080	K02976

### 00970	Aminoacyl-tRNA biosynthesis
nosce_4242_1:NCER_101183	K01867
nosce_4242_1:NCER_102160	K01885
nosce_4242_1:NCER_100909	K04567
nosce_4242_1:NCER_101261	K01880
nosce_4242_1:NCER_100619	K01886
nosce_4242_1:NCER_100753	K01881
nosce_4242_1:NCER_101490	K01890
nosce_4242_1:NCER_101032	K01873
nosce_4242_1:NCER_100158	K01866
nosce_4242_1:NCER_101716	K01887
nosce_4242_1:NCER_100038	K01889
nosce_4242_1:NCER_100652	K01893
nosce_4242_1:NCER_100366	K01883
nosce_4242_1:NCER_101052	K01874
nosce_4242_1:NCER_100508	K01875
nosce_4242_1:NCER_100885	K01870
nosce_4242_1:NCER_101964	K01872
nosce_4242_1:NCER_100842	K01869
nosce_4242_1:NCER_101238	K01892

### 03013	RNA transport
nosce_4242_1:NCER_100311	K03240
nosce_4242_1:NCER_100925	K14319
nosce_4242_1:NCER_100128	K00784
nosce_4242_1:NCER_101302	K03238
nosce_4242_1:NCER_101237	K14298
nosce_4242_1:NCER_101089	K12883
nosce_4242_1:NCER_100487	K14326
nosce_4242_1:NCER_100453	K00974
nosce_4242_1:NCER_101231	K13126
nosce_4242_1:NCER_101816	K03231
nosce_4242_1:NCER_100099	K03113
nosce_4242_1:NCER_100836	K03260
nosce_4242_1:NCER_101782	K03237
nosce_4242_1:NCER_101641	K07562
nosce_4242_1:NCER_100991	K03259
nosce_4242_1:NCER_100881	K14312
nosce_4242_1:NCER_101258	K03259
nosce_4242_1:NCER_100029	K14290
nosce_4242_1:NCER_100936	K03242
nosce_4242_1:NCER_100858	K12160
nosce_4242_1:NCER_101711	K07936
nosce_4242_1:NCER_100739	K03262
nosce_4242_1:NCER_101603	K10577
nosce_4242_1:NCER_100584	K03246
nosce_4242_1:NCER_100776	K12812
nosce_4242_1:NCER_100194	K14293
nosce_4242_1:NCER_100997	K03257
nosce_4242_1:NCER_100390	K03243
nosce_4242_1:NCER_101268	K03539

### 03015	mRNA surveillance pathway
nosce_4242_1:NCER_100437	K04382
nosce_4242_1:NCER_101081	K03267
nosce_4242_1:NCER_100748	K15542
nosce_4242_1:NCER_100929	K14402
nosce_4242_1:NCER_101290	K14401
nosce_4242_1:NCER_100602	K03265
nosce_4242_1:NCER_100550	K03456
nosce_4242_1:NCER_101067	K15541
nosce_4242_1:NCER_100118	K14399
nosce_4242_1:NCER_100776	K12812
nosce_4242_1:NCER_101099	K14408
nosce_4242_1:NCER_100374	K15544
nosce_4242_1:NCER_100590	K00565
nosce_4242_1:NCER_100487	K14326
nosce_4242_1:NCER_101231	K13126
nosce_4242_1:NCER_100657	K06269
nosce_4242_1:NCER_101089	K12883
nosce_4242_1:NCER_101119	K04354
nosce_4242_1:NCER_100689	K14407
nosce_4242_1:NCER_101581	K14403
nosce_4242_1:NCER_101464	K14404
nosce_4242_1:NCER_100450	K06965
nosce_4242_1:NCER_100430	K11584

### 03008	Ribosome biogenesis in eukaryotes
nosce_4242_1:NCER_101421	K06943
nosce_4242_1:NCER_100185	K03115
nosce_4242_1:NCER_101641	K07562
nosce_4242_1:NCER_101177	K11128
nosce_4242_1:NCER_101508	K14561
nosce_4242_1:NCER_100334	K11108
nosce_4242_1:NCER_100115	K14569
nosce_4242_1:NCER_100459	K14560
nosce_4242_1:NCER_101899	K03264
nosce_4242_1:NCER_100234	K14559
nosce_4242_1:NCER_101287	K14567
nosce_4242_1:NCER_101065	K11883
nosce_4242_1:NCER_100643	K14563
nosce_4242_1:NCER_101268	K03539
nosce_4242_1:NCER_100967	K14554
nosce_4242_1:NCER_100065	K14521
nosce_4242_1:NCER_100209	K14558
nosce_4242_1:NCER_101678	K14561
nosce_4242_1:NCER_100199	K14758
nosce_4242_1:NCER_100558	K07179
nosce_4242_1:NCER_100129	K07178
nosce_4242_1:NCER_101542	K12845
nosce_4242_1:NCER_100126	K11131
nosce_4242_1:NCER_101666	K14568
nosce_4242_1:NCER_101711	K07936
nosce_4242_1:NCER_101538	K14564
nosce_4242_1:NCER_102238	K14574
nosce_4242_1:NCER_100904	K14565
nosce_4242_1:NCER_100887	K14536
nosce_4242_1:NCER_100699	K14539
nosce_4242_1:NCER_100750	K03097
nosce_4242_1:NCER_101011	K14549
nosce_4242_1:NCER_102246	K14537
nosce_4242_1:NCER_100757	K14570
nosce_4242_1:NCER_101106	K14557
nosce_4242_1:NCER_100057	K14572
nosce_4242_1:NCER_100029	K14290

### 03060	Protein export
nosce_4242_1:NCER_101628	K03106
nosce_4242_1:NCER_100389	K12948
nosce_4242_1:NCER_100586	K13431
nosce_4242_1:NCER_100394	K13280
nosce_4242_1:NCER_101840	K12947
nosce_4242_1:NCER_101991	K09540
nosce_4242_1:NCER_100726	K03105
nosce_4242_1:NCER_100634	K12946
nosce_4242_1:NCER_100953	K12275

### 04141	Protein processing in endoplasmic reticulum
nosce_4242_1:NCER_100442	K10575
nosce_4242_1:NCER_102023	K03283
nosce_4242_1:NCER_101048	K13525
nosce_4242_1:NCER_101991	K09540
nosce_4242_1:NCER_100186	K14016
nosce_4242_1:NCER_100557	K08852
nosce_4242_1:NCER_102212	K10601
nosce_4242_1:NCER_100697	K14005
nosce_4242_1:NCER_100953	K12275
nosce_4242_1:NCER_101367	K09523
nosce_4242_1:NCER_101168	K03868
nosce_4242_1:NCER_101866	K04523
nosce_4242_1:NCER_101194	K04079
nosce_4242_1:NCER_100375	K10661
nosce_4242_1:NCER_101452	K09580
nosce_4242_1:NCER_100860	K09503
nosce_4242_1:NCER_100867	K14018
nosce_4242_1:NCER_102035	K09485
nosce_4242_1:NCER_100859	K14015
nosce_4242_1:NCER_100492	K04555
nosce_4242_1:NCER_101491	K03094
nosce_4242_1:NCER_101326	K13989
nosce_4242_1:NCER_100418	K14006
nosce_4242_1:NCER_101782	K03237
nosce_4242_1:NCER_100684	K04523
nosce_4242_1:NCER_101947	K10597
nosce_4242_1:NCER_100510	K14007
nosce_4242_1:NCER_101480	K07953
nosce_4242_1:NCER_100221	K16194

### 04130	SNARE interactions in vesicular transport
nosce_4242_1:NCER_101822	K08516
nosce_4242_1:NCER_100091	K08486
nosce_4242_1:NCER_100237	K08504

### 04120	Ubiquitin mediated proteolysis
nosce_4242_1:NCER_100611	K10573
nosce_4242_1:NCER_101603	K10577
nosce_4242_1:NCER_101420	K03357
nosce_4242_1:NCER_101446	K10260
nosce_4242_1:NCER_100503	K10685
nosce_4242_1:NCER_100442	K10575
nosce_4242_1:NCER_101929	K03363
nosce_4242_1:NCER_102212	K10601
nosce_4242_1:NCER_101168	K03868
nosce_4242_1:NCER_101010	K03350
nosce_4242_1:NCER_101083	K03355
nosce_4242_1:NCER_101103	K10591
nosce_4242_1:NCER_100153	K03364
nosce_4242_1:NCER_101257	K10576
nosce_4242_1:NCER_101517	K03178
nosce_4242_1:NCER_100313	K10579
nosce_4242_1:NCER_101491	K03094
nosce_4242_1:NCER_100492	K04555
nosce_4242_1:NCER_101947	K10597
nosce_4242_1:NCER_101944	K10587

### 04122	Sulfur relay system
nosce_4242_1:NCER_100398	K04487
nosce_4242_1:NCER_101207	K11996
nosce_4242_1:NCER_101213	K14168

### 03050	Proteasome
nosce_4242_1:NCER_100072	K03037
nosce_4242_1:NCER_100618	K02738
nosce_4242_1:NCER_100782	K02729
nosce_4242_1:NCER_101324	K03039
nosce_4242_1:NCER_101516	K03035
nosce_4242_1:NCER_100592	K03029
nosce_4242_1:NCER_100068	K03063
nosce_4242_1:NCER_102096	K03062
nosce_4242_1:NCER_101331	K02734
nosce_4242_1:NCER_101573	K02739
nosce_4242_1:NCER_100180	K03065
nosce_4242_1:NCER_100546	K03038
nosce_4242_1:NCER_100534	K02731
nosce_4242_1:NCER_100476	K03066
nosce_4242_1:NCER_100711	K03064
nosce_4242_1:NCER_100421	K03030
nosce_4242_1:NCER_100054	K02737
nosce_4242_1:NCER_102070	K02732
nosce_4242_1:NCER_100429	K03028
nosce_4242_1:NCER_100015	K03061
nosce_4242_1:NCER_100461	K02728
nosce_4242_1:NCER_101068	K02727
nosce_4242_1:NCER_102237	K02726
nosce_4242_1:NCER_100950	K03033
nosce_4242_1:NCER_101004	K02735
nosce_4242_1:NCER_101150	K03036
nosce_4242_1:NCER_101957	K03032

### 03018	RNA degradation
nosce_4242_1:NCER_100656	K12597
nosce_4242_1:NCER_101360	K12599
nosce_4242_1:NCER_100420	K12603
nosce_4242_1:NCER_101680	K04043
nosce_4242_1:NCER_101256	K12581
nosce_4242_1:NCER_100548	K03681
nosce_4242_1:NCER_102427	K00850
nosce_4242_1:NCER_100104	K10643
nosce_4242_1:NCER_101250	K12598
nosce_4242_1:NCER_101054	K12585
nosce_4242_1:NCER_101358	K03679
nosce_4242_1:NCER_102034	K11600
nosce_4242_1:NCER_100883	K12604
nosce_4242_1:NCER_101753	K12584
nosce_4242_1:NCER_101750	K01689
nosce_4242_1:NCER_101467	K12606
nosce_4242_1:NCER_101656	K12613
nosce_4242_1:NCER_102209	K12580
nosce_4242_1:NCER_101231	K13126

### 03030	DNA replication
nosce_4242_1:NCER_101269	K02541
nosce_4242_1:NCER_100184	K02324
nosce_4242_1:NCER_100964	K02209
nosce_4242_1:NCER_101227	K10756
nosce_4242_1:NCER_100901	K02540
nosce_4242_1:NCER_101019	K02684
nosce_4242_1:NCER_100120	K02320
nosce_4242_1:NCER_100307	K07466
nosce_4242_1:NCER_100257	K10755
nosce_4242_1:NCER_101643	K10754
nosce_4242_1:NCER_102193	K02328
nosce_4242_1:NCER_101198	K04799
nosce_4242_1:NCER_102091	K10743
nosce_4242_1:NCER_100948	K10755
nosce_4242_1:NCER_101839	K02212
nosce_4242_1:NCER_100127	K04802
nosce_4242_1:NCER_101366	K02685
nosce_4242_1:NCER_101069	K02327
nosce_4242_1:NCER_101422	K02542
nosce_4242_1:NCER_100511	K10747
nosce_4242_1:NCER_101043	K10756
nosce_4242_1:NCER_100966	K10739

### 03410	Base excision repair
nosce_4242_1:NCER_100720	K03660
nosce_4242_1:NCER_100511	K10747
nosce_4242_1:NCER_100092	K01151
nosce_4242_1:NCER_100127	K04802
nosce_4242_1:NCER_101069	K02327
nosce_4242_1:NCER_102193	K02328
nosce_4242_1:NCER_101198	K04799
nosce_4242_1:NCER_101695	K10773
nosce_4242_1:NCER_100801	K01142
nosce_4242_1:NCER_100356	K03648
nosce_4242_1:NCER_100184	K02324

### 03420	Nucleotide excision repair
nosce_4242_1:NCER_101643	K10754
nosce_4242_1:NCER_102193	K02328
nosce_4242_1:NCER_101536	K10846
nosce_4242_1:NCER_100127	K04802
nosce_4242_1:NCER_101069	K02327
nosce_4242_1:NCER_100948	K10755
nosce_4242_1:NCER_100511	K10747
nosce_4242_1:NCER_101043	K10756
nosce_4242_1:NCER_100966	K10739
nosce_4242_1:NCER_101204	K02202
nosce_4242_1:NCER_101168	K03868
nosce_4242_1:NCER_101303	K10844
nosce_4242_1:NCER_100184	K02324
nosce_4242_1:NCER_101030	K10843
nosce_4242_1:NCER_101359	K10849
nosce_4242_1:NCER_101227	K10756
nosce_4242_1:NCER_100934	K03144
nosce_4242_1:NCER_100026	K10842
nosce_4242_1:NCER_100721	K10848
nosce_4242_1:NCER_100307	K07466
nosce_4242_1:NCER_100001	K03142
nosce_4242_1:NCER_100257	K10755

### 03430	Mismatch repair
nosce_4242_1:NCER_100672	K10858
nosce_4242_1:NCER_102193	K02328
nosce_4242_1:NCER_101643	K10754
nosce_4242_1:NCER_100511	K10747
nosce_4242_1:NCER_100966	K10739
nosce_4242_1:NCER_101043	K10756
nosce_4242_1:NCER_100082	K08734
nosce_4242_1:NCER_100948	K10755
nosce_4242_1:NCER_101069	K02327
nosce_4242_1:NCER_100127	K04802
nosce_4242_1:NCER_101227	K10756
nosce_4242_1:NCER_101770	K08737
nosce_4242_1:NCER_100600	K08735
nosce_4242_1:NCER_100257	K10755
nosce_4242_1:NCER_100307	K07466

### 03440	Homologous recombination
nosce_4242_1:NCER_100319	K10901
nosce_4242_1:NCER_100752	K08991
nosce_4242_1:NCER_101713	K03165
nosce_4242_1:NCER_101919	K10865
nosce_4242_1:NCER_100307	K07466
nosce_4242_1:NCER_100386	K10873
nosce_4242_1:NCER_100357	K10866
nosce_4242_1:NCER_102193	K02328
nosce_4242_1:NCER_100414	K04482
nosce_4242_1:NCER_101069	K02327
nosce_4242_1:NCER_100966	K10739

### 03450	Non-homologous end-joining
nosce_4242_1:NCER_100357	K10866
nosce_4242_1:NCER_101919	K10865
nosce_4242_1:NCER_101198	K04799

### 03460	Fanconi anemia pathway
nosce_4242_1:NCER_100752	K08991
nosce_4242_1:NCER_101332	K06640
nosce_4242_1:NCER_100319	K10901
nosce_4242_1:NCER_101359	K10849
nosce_4242_1:NCER_101713	K03165
nosce_4242_1:NCER_100721	K10848
nosce_4242_1:NCER_100307	K07466
nosce_4242_1:NCER_100414	K04482
nosce_4242_1:NCER_101983	K03511
nosce_4242_1:NCER_100672	K10858
nosce_4242_1:NCER_100082	K08734
nosce_4242_1:NCER_100966	K10739

### 02010	ABC transporters
nosce_4242_1:NCER_100674	K05662

### 02060	Phosphotransferase system (PTS)

### 03070	Bacterial secretion system
nosce_4242_1:NCER_101628	K03106

### 02020	Two-component system
nosce_4242_1:NCER_101594	K15859

### 04014	Ras signaling pathway
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_100724	K07889
nosce_4242_1:NCER_100146	K04393

### 04015	Rap1 signaling pathway
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_101664	K05692
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_100146	K04393

### 04010	MAPK signaling pathway
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_102023	K03283

### 04013	MAPK signaling pathway - fly

### 04011	MAPK signaling pathway - yeast
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_101028	K11215
nosce_4242_1:NCER_100146	K04393

### 04012	ErbB signaling pathway
nosce_4242_1:NCER_100734	K03083

### 04310	Wnt signaling pathway
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_100750	K03097
nosce_4242_1:NCER_101168	K03868
nosce_4242_1:NCER_101642	K04499
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_101491	K03094
nosce_4242_1:NCER_100185	K03115

### 04330	Notch signaling pathway
nosce_4242_1:NCER_100451	K06067
nosce_4242_1:NCER_100616	K06062

### 04340	Hedgehog signaling pathway
nosce_4242_1:NCER_100734	K03083

### 04350	TGF-beta signaling pathway
nosce_4242_1:NCER_101491	K03094
nosce_4242_1:NCER_100437	K04382
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_100550	K03456
nosce_4242_1:NCER_101168	K03868

### 04390	Hippo signaling pathway
nosce_4242_1:NCER_101664	K05692
nosce_4242_1:NCER_100437	K04382
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_100550	K03456
nosce_4242_1:NCER_100657	K06269
nosce_4242_1:NCER_101119	K04354
nosce_4242_1:NCER_101348	K16197

### 04391	Hippo signaling pathway - fly
nosce_4242_1:NCER_100437	K04382
nosce_4242_1:NCER_101664	K05692
nosce_4242_1:NCER_100550	K03456
nosce_4242_1:NCER_101119	K04354
nosce_4242_1:NCER_101348	K16197
nosce_4242_1:NCER_100173	K16675

### 04370	VEGF signaling pathway
nosce_4242_1:NCER_100146	K04393

### 04630	Jak-STAT signaling pathway

### 04064	NF-kappa B signaling pathway
nosce_4242_1:NCER_100185	K03115
nosce_4242_1:NCER_100750	K03097
nosce_4242_1:NCER_101603	K10577

### 04668	TNF signaling pathway
nosce_4242_1:NCER_101752	K17065

### 04066	HIF-1 signaling pathway
nosce_4242_1:NCER_101258	K03259
nosce_4242_1:NCER_100991	K03259
nosce_4242_1:NCER_101750	K01689
nosce_4242_1:NCER_100821	K00161
nosce_4242_1:NCER_101168	K03868
nosce_4242_1:NCER_101108	K00844
nosce_4242_1:NCER_101501	K00134
nosce_4242_1:NCER_101862	K00162
nosce_4242_1:NCER_100917	K02991

### 04068	FoxO signaling pathway
nosce_4242_1:NCER_100641	K04564
nosce_4242_1:NCER_101487	K11838
nosce_4242_1:NCER_100270	K06631

### 04020	Calcium signaling pathway
nosce_4242_1:NCER_100397	K02183

### 04070	Phosphatidylinositol signaling system
nosce_4242_1:NCER_100462	K00981
nosce_4242_1:NCER_101400	K00999
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_100850	K00889

### 04022	cGMP-PKG signaling pathway
nosce_4242_1:NCER_101503	K18050
nosce_4242_1:NCER_100657	K06269
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_100397	K02183

### 04151	PI3K-Akt signaling pathway
nosce_4242_1:NCER_100437	K04382
nosce_4242_1:NCER_100917	K02991
nosce_4242_1:NCER_101194	K04079
nosce_4242_1:NCER_100550	K03456
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_101119	K04354
nosce_4242_1:NCER_100430	K11584
nosce_4242_1:NCER_100991	K03259
nosce_4242_1:NCER_101258	K03259
nosce_4242_1:NCER_101348	K16197

### 04152	AMPK signaling pathway
nosce_4242_1:NCER_100085	K03234
nosce_4242_1:NCER_101119	K04354
nosce_4242_1:NCER_100738	K00021
nosce_4242_1:NCER_100430	K11584
nosce_4242_1:NCER_102427	K00850
nosce_4242_1:NCER_100437	K04382
nosce_4242_1:NCER_100550	K03456

### 04150	mTOR signaling pathway
nosce_4242_1:NCER_101258	K03259
nosce_4242_1:NCER_100991	K03259
nosce_4242_1:NCER_100917	K02991

### 04075	Plant hormone signal transduction

### 04080	Neuroactive ligand-receptor interaction

### 04060	Cytokine-cytokine receptor interaction

### 04512	ECM-receptor interaction

### 04514	Cell adhesion molecules (CAMs)

### 04144	Endocytosis
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_102023	K03283
nosce_4242_1:NCER_100850	K00889
nosce_4242_1:NCER_100439	K07904
nosce_4242_1:NCER_100724	K07889
nosce_4242_1:NCER_102433	K12196
nosce_4242_1:NCER_101103	K10591
nosce_4242_1:NCER_101485	K12493

### 04145	Phagosome
nosce_4242_1:NCER_102135	K02155
nosce_4242_1:NCER_100310	K10413
nosce_4242_1:NCER_101294	K02145
nosce_4242_1:NCER_101472	K02146
nosce_4242_1:NCER_102049	K02147
nosce_4242_1:NCER_101200	K02155
nosce_4242_1:NCER_101035	K02154
nosce_4242_1:NCER_101494	K02151
nosce_4242_1:NCER_100724	K07889
nosce_4242_1:NCER_101746	K07374
nosce_4242_1:NCER_101664	K05692
nosce_4242_1:NCER_102207	K02144
nosce_4242_1:NCER_100067	K02149
nosce_4242_1:NCER_101379	K02150
nosce_4242_1:NCER_101053	K07375

### 04142	Lysosome
nosce_4242_1:NCER_102207	K02144
nosce_4242_1:NCER_101200	K02155
nosce_4242_1:NCER_101035	K02154
nosce_4242_1:NCER_101472	K02146
nosce_4242_1:NCER_102135	K02155

### 04146	Peroxisome
nosce_4242_1:NCER_101315	K01897
nosce_4242_1:NCER_101355	K07513
nosce_4242_1:NCER_101036	K00869
nosce_4242_1:NCER_100641	K04564

### 04140	Regulation of autophagy

### 02030	Bacterial chemotaxis

### 02040	Flagellar assembly

### 04810	Regulation of actin cytoskeleton
nosce_4242_1:NCER_100589	K05765
nosce_4242_1:NCER_101867	K05767
nosce_4242_1:NCER_101664	K05692
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_100850	K00889
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_100141	K12757
nosce_4242_1:NCER_100657	K06269

### 04110	Cell cycle
nosce_4242_1:NCER_101178	K06669
nosce_4242_1:NCER_100964	K02209
nosce_4242_1:NCER_100153	K03364
nosce_4242_1:NCER_101269	K02541
nosce_4242_1:NCER_101491	K03094
nosce_4242_1:NCER_101332	K06640
nosce_4242_1:NCER_100587	K02087
nosce_4242_1:NCER_101348	K16197
nosce_4242_1:NCER_100901	K02540
nosce_4242_1:NCER_102027	K08866
nosce_4242_1:NCER_100069	K02214
nosce_4242_1:NCER_100500	K06620
nosce_4242_1:NCER_100715	K02180
nosce_4242_1:NCER_101336	K02216
nosce_4242_1:NCER_101420	K03357
nosce_4242_1:NCER_100270	K06631
nosce_4242_1:NCER_101204	K02202
nosce_4242_1:NCER_101168	K03868
nosce_4242_1:NCER_101010	K03350
nosce_4242_1:NCER_101083	K03355
nosce_4242_1:NCER_101422	K02542
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_100451	K06067
nosce_4242_1:NCER_101929	K03363
nosce_4242_1:NCER_101839	K02212
nosce_4242_1:NCER_100127	K04802

### 04111	Cell cycle - yeast
nosce_4242_1:NCER_100506	K06676
nosce_4242_1:NCER_100830	K06674
nosce_4242_1:NCER_101839	K02212
nosce_4242_1:NCER_101559	K06675
nosce_4242_1:NCER_101929	K03363
nosce_4242_1:NCER_101422	K02542
nosce_4242_1:NCER_101083	K03355
nosce_4242_1:NCER_101010	K03350
nosce_4242_1:NCER_101168	K03868
nosce_4242_1:NCER_100550	K03456
nosce_4242_1:NCER_101420	K03357
nosce_4242_1:NCER_101336	K02216
nosce_4242_1:NCER_100715	K02180
nosce_4242_1:NCER_100437	K04382
nosce_4242_1:NCER_100069	K02214
nosce_4242_1:NCER_101879	K06677
nosce_4242_1:NCER_100901	K02540
nosce_4242_1:NCER_102027	K08866
nosce_4242_1:NCER_100458	K02555
nosce_4242_1:NCER_100702	K02220
nosce_4242_1:NCER_101491	K03094
nosce_4242_1:NCER_101269	K02541
nosce_4242_1:NCER_101119	K04354
nosce_4242_1:NCER_100153	K03364
nosce_4242_1:NCER_101178	K06669
nosce_4242_1:NCER_100964	K02209

### 04112	Cell cycle - Caulobacter

### 04113	Meiosis - yeast
nosce_4242_1:NCER_100491	K10872
nosce_4242_1:NCER_101839	K02212
nosce_4242_1:NCER_101929	K03363
nosce_4242_1:NCER_101083	K03355
nosce_4242_1:NCER_101422	K02542
nosce_4242_1:NCER_101010	K03350
nosce_4242_1:NCER_100550	K03456
nosce_4242_1:NCER_101420	K03357
nosce_4242_1:NCER_101336	K02216
nosce_4242_1:NCER_100437	K04382
nosce_4242_1:NCER_100069	K02214
nosce_4242_1:NCER_100430	K11584
nosce_4242_1:NCER_100901	K02540
nosce_4242_1:NCER_101961	K10878
nosce_4242_1:NCER_100657	K06269
nosce_4242_1:NCER_101269	K02541
nosce_4242_1:NCER_100964	K02209
nosce_4242_1:NCER_101178	K06669

### 04114	Oocyte meiosis
nosce_4242_1:NCER_100550	K03456
nosce_4242_1:NCER_101168	K03868
nosce_4242_1:NCER_101010	K03350
nosce_4242_1:NCER_101083	K03355
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_101929	K03363
nosce_4242_1:NCER_100437	K04382
nosce_4242_1:NCER_101420	K03357
nosce_4242_1:NCER_100270	K06631
nosce_4242_1:NCER_101348	K16197
nosce_4242_1:NCER_100587	K02087
nosce_4242_1:NCER_100430	K11584
nosce_4242_1:NCER_101178	K06669
nosce_4242_1:NCER_101491	K03094
nosce_4242_1:NCER_100657	K06269

### 04210	Apoptosis
nosce_4242_1:NCER_101220	K04739

### 04115	p53 signaling pathway
nosce_4242_1:NCER_101336	K02216
nosce_4242_1:NCER_101672	K10808
nosce_4242_1:NCER_100587	K02087
nosce_4242_1:NCER_101332	K06640

### 04510	Focal adhesion
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_100657	K06269
nosce_4242_1:NCER_100141	K12757
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_101664	K05692
nosce_4242_1:NCER_100588	K04513

### 04520	Adherens junction
nosce_4242_1:NCER_100185	K03115
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_100750	K03097
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_101664	K05692

### 04530	Tight junction
nosce_4242_1:NCER_100550	K03456
nosce_4242_1:NCER_100437	K04382
nosce_4242_1:NCER_100750	K03097
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_101664	K05692
nosce_4242_1:NCER_100185	K03115
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_101653	K10352
nosce_4242_1:NCER_100141	K12757
nosce_4242_1:NCER_101503	K18050
nosce_4242_1:NCER_101119	K04354

### 04540	Gap junction
nosce_4242_1:NCER_100587	K02087
nosce_4242_1:NCER_101746	K07374
nosce_4242_1:NCER_101053	K07375

### 04640	Hematopoietic cell lineage

### 04610	Complement and coagulation cascades

### 04611	Platelet activation
nosce_4242_1:NCER_100657	K06269
nosce_4242_1:NCER_100141	K12757
nosce_4242_1:NCER_101664	K05692
nosce_4242_1:NCER_100588	K04513

### 04620	Toll-like receptor signaling pathway

### 04621	NOD-like receptor signaling pathway
